編號,成語,釋義,用法說明-語義說明,三歲版解釋
1186,路不拾遺,「路不拾遺」之「路」，典源作「道」。在路上看見別人的失物，不會據為己有。形容社會風氣良好。＃語本《戰國策．秦策一》。,不會撿拾路上失物，據為己有；形容社會風氣良好。褒義。,在路上看到別人的東西，不會撿去當自己的，大家很誠實。
1187,群龍無首,「群龍無首」之「無」，典源作「无」。「无」同「無」。群龍出現，卻無領袖。語本《易經．乾卦》。後用「群龍無首」比喻一群人中缺乏領導者。,比喻一群人中缺乏領導者。,一群人在一起，沒有帶頭的人，大家不知道該怎麼做。
1188,妙手空空,指唐代傳奇小說中的劍俠。語出唐．裴鉶《傳奇》。後用「妙手空空」稱呼小偷、扒手。亦用來表示兩手空空，一無所有；或指稱缺乏資財而善於挪移應付的人。,小偷、扒手的稱呼。＆表示兩手空空，一無所有。＆指稱缺乏資財而善於挪移應付的人。,指會偷東西、手快的小偷；也可指兩手空空或沒錢但會想辦法生活。
1189,求全責備,"「求全」，要求完美。語出《孟子．離婁上》。「責備」，苛求完備。語本《管子．形勢解》。「求全責備」指對人或事要求完美無缺。
△「吹毛求疵」",指對人或事要求完美無缺。,對別人或事情要求完美，不停找缺點、責怪對方。
1190,滔滔不絕,「絕」，典源作「竭」。水勢盛大，連續不斷。＃語本《樂府詩集．卷一二．郊廟歌辭一二．漢宗廟樂舞辭．積善舞》。後用「滔滔不絕」形容說話連續不斷。,水勢滾滾，連續不斷。＆形容說話連續而不間斷。,像大水一直沒停地流，或人說話一直沒停、說個不停。
1191,逐臭之夫,追逐臭味的人。典出《呂氏春秋．孝行覽．遇合》。後用「逐臭之夫」比喻有怪癖的人。,比喻有怪癖的人。,指那些有奇怪的喜好，常做出讓人不懂的怪行為的人。
1192,道聽塗說,"在路上聽到一些沒有根據的話，不加求證就又在路途中說給其他的人聽。泛指沒有經過證實、缺乏根據的話。語出《論語．陽貨》。
△「以訛傳訛」",泛指沒有經過證實、缺乏根據的話。,聽到沒查清楚的話就亂跟別人說，會變成謠言。
1193,楚楚可憐,形容樹木枝葉纖弱柔美的樣子。語出南朝宋．劉義慶《世說新語．言語》。後用「楚楚可憐」形容姿態纖弱嬌媚，惹人憐愛，亦用於形容神情淒楚或處境不佳，令人憐憫。,形容姿態纖弱嬌媚，惹人憐愛。＆指神情淒楚或處境不佳，令人憐憫。,形容人或植物看起來瘦弱又可愛，讓人心疼。
1194,無濟於事,"「無濟於事」之「濟」，典源作「補」。濟，助益。「無濟於事」指對事情毫無幫助。※語或本宋．劉摯〈論分析助役〉。
△「杯水車薪」",對事情毫無幫助。,做了也幫不上忙，對事情沒有任何幫助，改變不了結果。
1195,忠心耿耿,形容極為忠誠。※語或本漢．劉向《九歎．惜賢》。,形容極為忠誠。褒義。,對人或事情非常忠誠，會一直幫忙守護，不會背叛。
1196,陽春白雪,"「陽春白雪」是較為深奧難懂的音樂。相對於通俗音樂而言。語出戰國楚．宋玉〈對楚王問〉。後亦用「陽春白雪」比喻精深高雅的文學藝術作品。
△「下里巴人」、「曲高和寡」",比喻精深高雅的文學藝術作品。,用來形容很高級、難懂，只有少數人能欣賞的音樂或藝術
1197,絡繹不絕,"「絡繹不絕」之「絡繹」，典源作「駱驛」、「絡驛」。絡繹，往來不絕、相連不斷。「絡繹不絕」形容連續不斷的樣子。◎語本《後漢書．卷三一．郭杜孔張廉王蘇羊賈陸列傳．郭伋》。
△「川流不息」",形容連續不斷的樣子。,很多人或車子一直來又走，從早到晚都沒停過，一直很熱鬧。
1198,合浦珠還,合浦郡沿海的珠蚌，離去後又回來。＃典出三國吳．謝承《後漢書》。後用「合浦珠還」比喻物品失而復得，亦用於比喻人離開而復返。,比喻物品失而復得。＆比喻人離開而復返。,丟失的東西找回來，或離開的人又回到原來的地方。
1199,信手拈來,拈，即「拈提」，禪師舉古例來說法開示。「信手拈來」指隨手引用材料，自如而不費力。◎語出《五燈會元．卷一四．大洪報恩禪師》。後亦用「信手拈來」比喻做事時，隨手而為，毫不費力。,隨手引用材料，自如而不費力。＆比喻做事時，隨手而為，毫不費力。,隨手拿出例子或東西，做起來很輕鬆、不費力，很自然。
1200,順手牽羊,以右手牽馬、羊，方便進獻。比喻方便行事，毫不費力。語本《禮記．曲禮上》。後用「順手牽羊」比喻乘機順便取走他人財物。,比喻乘機順便取走他人財物。,看到別人不注意時，偷偷把別人的東西順手拿走。
1201,無獨有偶,指某種少見的人、事、物，偏有類同者出現恰巧湊成一對的情況。或指兩項事物恰巧相同或類似。※語或本《二程集．河南程氏遺書．卷一一．師訓》。,某種少見的人、事、物，偏有類同者出現恰巧湊成一對的情況，或兩項事物恰巧相同或類似。,原本很少見的事或人，偏偏遇到兩個一樣或很像，剛好成一對。
1202,盛氣凌人,"凌，欺侮。「盛氣凌人」指用傲慢的氣勢壓迫別人。語本宋．樓鑰《攻媿集．卷八八敷文閣學士宣奉大夫致仕贈特進汪公行狀》。
△「仗氣凌人」、「咄咄逼人」",用驕橫的氣勢壓迫別人。,用很凶很高傲的態度，欺負別人，讓人不敢說話。
1203,爭先恐後,「爭先」，爭著在前。語出《左傳．襄公二十七年》。「恐後」，惟恐落於他人之後。語本《漢書．卷一四．諸侯王表》。「爭先恐後」指競相爭先，惟恐落後。,指競相爭先，惟恐落後。,大家都搶著當第一，怕比別人慢，拼命往前衝。
1204,發人深省,"啟發人深刻思考而有所醒悟。語本唐．杜甫〈遊龍門奉先寺〉詩。
△「發人猛省」",啟發人深刻思考而有所醒悟。,讓人想到很多、突然明白，對事情有新的看法和感受。
1205,朋比為奸,"互相勾結做壞事。語本《新唐書．卷一五二．李絳列傳》。
△「朋黨比周」",互相勾結做壞事。貶義。,幾個人互相串通，合起來做壞事，欺負或害別人。
1206,惴惴不安,形容因恐懼擔憂而心神不安寧。◎語本《詩經．秦風．黃鳥》。,形容因恐懼擔憂而心神不安寧。,因為害怕或擔心，心裡一直慌張，睡不安穩，做事沒法專心。
1207,隨心所欲,完全順隨自己的心意去做事。語本《論語．為政》。,比喻完全順隨自己的心意去做事。,照自己的意思做事，想怎麼做就怎麼做，不管別人或規矩。
1208,惜墨如金,不輕於落墨。原指作畫時墨色宜一遍遍地薄塗，最後才能達到漸次深入、濃淡有致的深厚效果，而不宜一次大量使用濃墨。＃語出宋．費樞《釣磯立談》。後用「惜墨如金」比喻寫字、作畫態度謹慎，不輕易下筆。,比喻寫字、作畫態度謹慎，不輕易下筆。,寫字或畫畫時非常小心，很少隨便下筆，會慢慢想好再畫。
1209,若無其事,好像沒有那麼一回事。形容神態鎮靜、自然。※語或出《雪巖外傳》第一○回。,形容神態鎮靜、自然。,遇到事情時，表現得很冷靜，好像沒發生什麼事。
1210,苦盡甘來,"艱難困苦的境遇已經結束，轉而逐步進入佳境。※＃語或出《劉知遠諸宮調．第一二》。
△「甘盡苦來」",艱難困苦的境遇已經結束，轉而逐步進入佳境。,經過苦難和辛苦以後，生活漸漸變好，不再那麼難過，會有美好的日子。
1211,津津有味,形容興味濃厚的樣子。※語或本明．毛以遂〈曲律跋〉。後亦用「津津有味」形容食慾盎然或食物的美味。,形容興味濃厚的樣子。＆形容食慾盎然或食物的美味。,表示很有興趣地看、聽或做事，也用來說吃東西吃得很開心、味道很好。
1212,花天酒地,"原指在美好的環境中飲酒作樂。※語或出清．捧花生《秦淮畫舫錄．卷上．紀麗．高桂子》。後來「花天酒地」多用來形容沉迷酒色，荒誕腐化的生活。
△「醉生夢死」",形容沉迷酒色，荒誕腐化的生活。貶義。,整天只顧喝酒玩樂，生活放縱沒節制，變得很糟糕。
1213,席不暇暖,"席子還沒坐暖就得起身離去再忙別的事。形容奔走極為忙碌，沒有休息的時候。＃語本《淮南子．脩務》。
△「孔席不暖，墨突不黔」、「墨突不黔」",形容奔走極為忙碌，沒有休息的時候。,忙得連坐一下都沒時間，很快又得起身去做別的事。
1214,奄奄一息,"僅存微弱的一口氣。形容生命已到了最後時刻。語本晉．李密〈陳情表〉。
△「日薄西山」",形容生命已到了最後時刻。,表示一個人或動物快要斷氣，生命只剩一口微弱氣息。
1215,玩世不恭,以不莊重、不嚴謹的生活態度待人處世。語本《漢書．卷六五．東方朔傳》。,以不莊重、不嚴謹的生活態度待人處事。,對人生和別人態度很隨便，不認真也不尊重，常常開玩笑、不負責任。
1216,街談巷議,"大街小巷中的談說議論。＃語出漢．張衡〈西京賦〉。
△「擘肌分理」",大街小巷中的談說議論。,在街上巷子裡大家常常談的話，很多是關於別人的事或流言。
1217,顧名思義,本指為人子女者，見其名而思其命名之義。語出《三國志．卷二七．魏書．徐胡二王傳．王昶》。後用「顧名思義」比喻看到名稱，就聯想到它的含義。,比喻看到名稱，就聯想到它的含義。,看到名字時，從名字就能想到它的意思或用處。
1218,馬耳東風,"東風吹過馬耳邊，瞬間消逝。比喻充耳不聞、無動於衷。語本唐．李白〈答王十二寒夜獨酌有懷〉詩。
△「耳邊風」、「秋風過耳」",比喻充耳不聞、無動於衷。,別人說的話，他聽了不在意，像風一吹就忘了。
1219,歡欣鼓舞,"歡樂興奮的樣子。語出宋．蘇軾〈上知府王龍圖書〉。
△「歡天喜地」",歡樂振奮的樣子。,感到很高興又很興奮，心裡像想跳起來大聲歡呼。
1220,面紅耳赤,形容人因緊張、焦急、害羞等而滿臉發紅的樣子。語本《朱子語類．卷二九．論語．公冶長下》。,形容人因緊張、焦急、害羞等而滿臉發紅的樣子。,因為緊張、害羞或尷尬，臉和耳朵都變紅，看起來很不好意思或很激動。
1221,閉月羞花,"「閉月羞花」之「閉月」，典源作「蔽月」，月兒自覺比不上美人，而躲避隱藏。語本三國魏．曹植〈洛神賦〉。「羞花」，形容女子容顏姣好，使花自感羞愧。語本唐．李白〈西施〉詩。「閉月羞花」形容女子容貌十分姣好。
△「沉魚落雁」",形容女子容貌十分姣好。,用來說某個女生長得非常漂亮，讓人看了覺得很美。
1222,欲速不達,想要求快反而不能達到目的。語出《論語．子路》。,想要求快，反而不能達到目的。,太急著想快完成，反而容易出錯，最後做不成。
1223,前事不忘，後事之師,記取過去的經驗教訓，可作為今後行事的鑑鏡。＃語出《戰國策．趙策一》。,記取過去的經驗教訓，可作為今後行事的鑑鏡。,把以前的錯誤和經驗記住，當作以後做事的參考，不要再犯同樣的錯。
1224,懲前毖後,以從前的過失為教訓，戒慎自己不再犯錯。語本《詩經．周頌．小毖》。,以從前的過失為教訓，戒慎自己不再犯錯。,從以前犯的錯學習，提醒自己小心謹慎不再重犯。
1225,五日京兆,"京兆，京師地區的行政長官。「五日京兆」指只能再做五日的京兆了。比喻即將去職。語出《漢書．卷七六．趙尹韓張兩王傳．張敞》。後用以比喻任職時間不久或沒有長遠打算。
△「忘恩負義」",比喻任職時間不久。＆比喻沒有長遠打算。,在職位上只會待很短時間，快要離開，沒打算長久做下去。
1226,無可奈何,"毫無辦法、沒有辦法可想。＃語出《戰國策．燕策三》。
△「切齒腐心」、「迫不得已」、「望洋興嘆」",毫無辦法或沒有辦法可想。,遇到問題，想了很多辦法都沒用，只能接受現狀。
1227,改弦更張,"更，變換。張，給樂器上弦。指若琴瑟聲音不諧調，便得更換其弦。語本漢．董仲舒〈元光元年舉賢良對策〉。後用「改弦更張」比喻改革變更，重新做起。
△「改弦易轍」",比喻改革變更，重新做起。,把原來的做法或安排改掉，換新的方式從頭開始做起。
1228,少見多怪,"因為少見而感到驚異奇怪。譏諷人見識不廣，遇平常之事亦以為驚怪。語本漢．牟融《理惑論》。
△「大驚小怪」",譏諷人見識不廣，遇平常之事亦以為驚怪。,沒見過常見的事就覺得很奇怪，代表見識不夠廣，要多看多學。
1229,知難而退,作戰時遇形勢不利就先行退兵。◎語出《左傳．僖公二十八年》。後用「知難而退」泛指行事遇到困難就退縮不前或應伺機退卻。,作戰時遇形勢不利則行退兵。＆指行事遇到困難退縮不前或應伺機退卻。,遇到困難或不利情況，先撤退，等合適時再做。
1230,始作俑者,俑，古代用來殉葬的人偶。「始作俑者」指最初製作人俑來殉葬的人。孔子認為雖然用假人陪葬，在意念上實在仍與用真人陪葬無異，所以指責最初發明俑的人，一定會得到報應，絕子絕孫。語出《孟子．梁惠王上》。後用「始作俑者」比喻首創惡例的人。,比喻首創惡例的人。,指最先做出壞榜樣、帶頭做壞事的人，大家會跟著學壞。
1231,撥亂反正,扭轉亂象，歸於正道。語出《公羊傳．哀公十四年》。,扭轉亂象，歸於正道。,把混亂的情況整理好，讓事情回到應該的正常狀態。
1232,醉翁之意不在酒,本指喝酒時意不在酒，而在寄情於山水中。語出宋．歐陽修〈醉翁亭記〉。後也用「醉翁之意不在酒」比喻別有用心。,比喻別有用心。,看起來在做一件事，真正想做的是別的那件事。
1233,精衛填海,本指炎帝幼女女娃溺死東海，化為精衛鳥，憤而銜木石以填東海的故事。典出《山海經．北山經》。後用「精衛填海」比喻心懷冤憤，立志報仇。亦比喻意志堅定，不懼艱苦。,比喻意志堅定，不懼艱苦。,形容有很大決心，不怕困難，一直到達目標。
1234,實事求是,做事切實，加求真確。語出《漢書．卷五三．景十三王傳．河間獻王劉德》。,做事切實，力求真確。,做事情很實際，根據事實，弄清楚後再做決定。
1235,聞一知十,"得知一件事，便可推知十件相關的事。形容人稟賦聰敏，善於類推。語出《論語．公冶長》。
△「舉一反三」",形容人稟賦聰敏，善於類推。褒義。,聽到一件事，能推想到很多相關事，學東西很快。
1236,倚馬可待,東晉桓溫領兵北伐，命令袁虎依靠在馬前草擬一篇告示，袁虎不一會兒即寫滿七張紙，而且文情並茂。＃典出南朝宋．劉義慶《世說新語．文學》。後用「倚馬可待」比喻文思敏捷，寫作迅速。,比喻文思敏捷，寫作迅速。褒義。,說一個人寫文章或想到點子很快，短時間內能寫很多。
1237,多難興邦,國家多難，則上下團結奮發，促使邦國更加興盛。語本《左傳．昭公四年》。,國家多難，則上下團結奮發，促使邦國更加興盛。,國家遇到很多困難時，大家會團結努力，讓國家變得更強更好。
1238,為人作嫁,為別人做出嫁時穿的衣裳。語出唐．秦韜玉〈貧女〉詩。後用「為人作嫁」比喻徒然為他人辛苦，自己卻得不到好處。,比喻徒然為他人辛苦，自己卻得不到好處。,白白幫別人辛苦付出，最後自己沒得到好處或回報。
1239,風燭殘年,「風燭」，燈燭在風中搖曳，明暗不定，也極易滅熄。比喻人生命可危。語本古辭〈怨詩行〉。「殘年」，暮年。語出《列子．湯問》。「風燭殘年」形容人身體孱弱，不久於世的晚年。,形容人身體孱弱，不久於世的晚年。,年紀很大、身體很弱，生命快要結束的晚年。
1240,要言不煩,"說話精要，不囉嗦。語出《輅別傳》。
△「言簡意賅」",形容說話精要，不囉嗦。,說話說得簡短明白，不囉嗦，重點很清楚，別浪費時間。
1241,米珠薪桂,米如珍珠，柴如桂木。比喻物價昂貴。語本《戰國策．楚策三》。,比喻物價昂貴。,用來說吃的、用的東西都很貴，買一點要花很多錢。
1242,自以為是,"自認觀點與做法正確，不肯虛心接受別人的意見。＃語出《孟子．盡心下》。
△「同流合汙」",自認觀點與做法皆正確，不肯虛心接受別人意見。貶義。,覺得自己永遠對，別人說的都不聽，很固執。
1243,豺狼當道,豺狼橫在道路中間，比喻壞人橫行作惡。語本《漢書．卷七七．蓋諸葛劉鄭孫母將何傳．孫寶》。後亦用以比喻奸人掌握大權，專斷橫行。,比喻奸人掌握大權，專斷橫行。,壞人把權力抓在手裡，到處欺負別人、做壞事。
1244,談何容易,本指人臣進言不容易。語出《漢書．卷六五．東方朔傳》。今用「談何容易」指嘴裡說說容易，實際做起來卻很困難。,指嘴裡說說容易，實際做起來卻很困難。,嘴上說得很簡單，可是做起來比想像中困難很多。
1245,問道於盲,"向盲人問路。比喻向無知的人求教。語本唐．韓愈〈答陳生書〉。
△「借聽於聾」",比喻向無知的人求教。,向不懂的人問事情，常常拿不到有用或正確的答案。
1246,英雄無用武之地,"人雖有才能，卻無施展的機會。語本《三國志．卷三五．蜀書．諸葛亮傳》。
△「懷才不遇」",人雖有才能，卻無施展的機會。,有的人很有本事，但沒有機會做自己會的事，沒法發揮。
1247,城下之盟,敵國軍隊兵臨城下，抵擋不住，被迫與敵人簽訂的和約。◎語出《左傳．桓公十二年》。後用「城下之盟」泛指被迫簽訂的屈辱性條約。,泛指被迫簽訂的屈辱性條約。,被敵人逼到無法抵抗，勉強簽下羞辱性的和約。
1248,弄璋之喜,恭喜人生男孩的賀詞。語本《詩經．小雅．斯干》。,恭喜人生男孩的賀詞。,用來祝賀家裡生了男生，親友們都很高興，是好消息。
1249,如虎添翼,"猛虎生出雙翅。比喻強有力者又增添生力軍，使之更強。語本三國蜀．諸葛亮《將苑．兵權》。
△「為虎傅翼」、「錦上添花」",比喻強有力者又增添生力軍，使之更強。,原本很厲害的人或團隊，因為有更多幫忙變得更強。
1250,叱吒風雲,「叱吒風雲」之「吒」，典源作「咤」。「咤」同「吒」。大聲怒喝，連風雲都為之變色。形容威風凜凜，足以左右世局。語出《晉書．卷一二五．乞伏熾磐載記》。,形容威風凜冽，足以左右世局。,形容一個人很有氣勢，說話能左右大局，大家都會聽從。
1251,一朝一夕,朝，早晨。夕，傍晚。「一朝一夕」形容時間短暫。語出《易經．坤卦．文言》。,形容時間短暫。,時間很短，短短一兩天或幾天內就會發生變化，不用等很久。
1252,格殺勿論,擊殺凶惡的人不以殺人論罪。＃語本《周禮．秋官．朝士》漢．鄭眾．注。,擊殺凶惡的人不以殺人論罪。,遇到很危險的壞人，為了保護大家可以先打死，不會算殺人罪。
1253,一場春夢,春夢，言春天易睡，夢境亦美，但容易醒。「一場春夢」指做了一個易醒的春日美夢；比喻世事變幻，轉眼成空。語出唐．盧延讓〈哭李郢端公〉詩。,比喻世事變幻，轉眼成空。,像一場美好的夢，剛醒就消失，好的事物會突然沒了。
1254,借題發揮,假借某事為藉口，表達自己真正的意思，或想做的事。※語或出明．王衡《鬱輪袍》第二折。,假借某事為題，表達自己真正的意思，或想做的事。,用別的話題當藉口，順便說出自己真正想說或想做的事。
1255,英雄氣短,"有才識志氣的人因遭受挫折而喪失進取心。語本《增廣尚友錄統編．卷三．蘇丕》。後用「英雄氣短」形容有才識志氣的人因沉迷於愛情而喪失進取心。
△「兒女情長」、「兒女情長，英雄氣短」、「風雲氣短」",有才識志氣的人因遭受挫折而喪失進取心。＆有才識志氣的人因沉迷於愛情而喪失進取心。,有才能的人因為遇到挫折或陷入愛情，變得沒幹勁、不想努力。
1256,神出鬼沒,本指用兵神奇靈活，變化莫測。語本《淮南子．兵略》。後亦用「神出鬼沒」形容出沒無常，變化莫測。,形容出沒無常，變化莫測。,常常突然出現又馬上消失，讓人不知道會在哪裡出現。
1257,高風亮節,「高風」，高尚的品格。語出《後漢書．卷二八下．馮衍傳》。「亮節」，堅貞的氣節。語出晉．陸雲〈晉故豫章內史夏府君誄〉。「高風亮節」形容人的品格高尚，氣節堅貞。,形容人的品格高尚，氣節堅貞。褒義。,一個人品德好，遇到壓力也會堅持做對的事，不為利害改變。
1258,眉開眼笑,"眉頭舒展，眼含笑意。形容愉悅欣喜的神情。※語或本《喻世明言．卷四．閒雲菴阮三償冤債》。
△「眉飛色舞」",形容愉悅欣喜的神情。,心裡很高興，臉上露出笑容，眉毛和眼睛都開心。
1259,寅吃卯糧,"寅年就吃掉了後一年卯年的食糧。※語或本明．畢自嚴〈蠲錢糧疏〉。後用「寅吃卯糧」比喻收入不夠支出，預支以後的用項。
△「入不敷出」",比喻收入不夠支出，預支以後的用項。,現在花掉未來的錢，因為賺的少，開銷比收入多，只能先用以後的錢。
1260,涓滴歸公,涓，細小的流水。涓滴，水滴，比喻極微小的錢財或物品。「涓滴歸公」指即使是極微小的錢財或物品，也要上繳給公家，形容為人廉潔。※語或出《清史稿．卷二○．文宗紀》。,形容為人廉潔。,連一滴一點的小錢都照規矩上交，不私吞，做人很誠實。
1261,根深蒂固,"「根深蒂固」之「蒂」，典源作「蔕」，音義同。比喻根基堅固，不可動搖。語本《老子》第五九章。
△「積重難返」",比喻根基堅固，不可動搖。,形容想法或習慣紮得很深，很不容易改掉或改變。
1262,烽火連天,「烽火」，古代邊防據點用來報警的煙火，比喻戰爭。語出《史記．卷四．周本紀》。「連天」，景物與天空相連。語出《後漢書．卷一．光武帝紀》。「烽火連天」比喻戰爭接連不斷。,比喻戰爭接連不斷。,戰爭接連發生，到處都是戰火，大家都很痛苦。
1263,望而卻步,看見了就退縮不前。指危險或能力不及的事，令人看了就退卻不前。※語或本明．徐光啟〈復周無逸學憲書〉。,危險或能力不及的事，令人見了就退卻不前。,看到很危險或做不來的事就會退縮，怕自己會受傷或失敗，不敢再往前走。
1264,一念之差,一個念頭的差錯。※語或出宋．蘇軾〈次韻致政張朝奉仍招晚飲〉詩。,一個念頭的差錯。,一念之差是突然想錯，做了不該做的事，會後悔。
1265,同室操戈,"「同室」，同住在一個房子的人，引申為自家人。語出《孟子．離婁下》。「操戈」，拿著兵器追殺。語本《左傳．昭公元年》。「同室操戈」指自家人彼此持戈相殺，用以比喻兄弟不睦或內部的爭鬥。
△「入室操戈」",比喻兄弟不睦或內部的爭鬥。,家裡的人互相爭吵、打鬥，好像彼此拿刀拿槍攻擊對方。
1266,率由舊章,"典章制度完全取法於前代。指一切遵循舊規。語出《詩經．大雅．假樂》。
△「蕭規曹隨」",指一切遵循舊規。,一直照以前的規矩辦事，不願意改變做法或想法。
1267,明眸皓齒,明亮的眼睛，潔白的牙齒。形容女子容貌明麗。語本三國魏．曹植〈洛神賦〉。後亦用「明眸皓齒」指稱美女。,形容女子容貌明麗。褒義。,形容女生長得很漂亮，眼睛明亮、牙齒潔白。
1268,獨木難支,比喻事情非常重大，非一人之力所能支持。＃語本《慎子．知忠》。,比喻事情非常重大，非一人之力所能支持。,一個人力量不夠，撐不起很重的工作，要大家一起幫忙。
1269,不時之需,「不時之需」之「需」，典源作「須」。「須」義同「需」。指隨時的需用。＃語本宋．蘇軾〈後赤壁賦〉。,指隨時的需用。,平常備著，遇到需要時可以馬上用的東西或錢。
1270,赤地千里,赤，光禿、裸露的意思。「赤地千里」形容災荒後廣大土地寸草不生的荒涼景象。語本《漢書．卷七五．眭兩夏侯京翼李傳．夏侯勝》。,形容災荒後廣大土地寸草不生的荒涼景象。,大片土地被破壞，連草都長不出來，一片荒涼。
1271,貪贓枉法,"指貪汙受賄，破壞法紀。※語或本元．無名氏《陳州糶米》第二折。
△「受賕枉法」",指貪汙受賄，敗亂法紀。,有些人為了錢收賄，違反法律，幫壞人逃避懲罰。
1272,逍遙法外,犯罪者逃避了應受的法律制裁，仍自由自在。語本《莊子．讓王》。,犯罪者逃避了應受的法律制裁，仍自由自在。,做了壞事沒被抓或受罰，還能快樂地過生活。
1273,長驅直入,長距離一路挺進，毫無阻擋。語本《漢書．卷五二．竇田灌韓傳．韓安國》。,長距離一路挺進，毫無阻擋。,一路向前猛衝，沒有遇到任何阻擋，也沒有人攔住。
1274,見仁見智,對同一件事，每個人看法各異。語本《易經．繫辭上》。,形容對同一件事，每個人看法各異。,每個人看同一件事的想法會不一樣，應該互相尊重。
1275,博古通今,學問淵博，通曉古今。語本《孔子家語．卷三．觀周》。,學問淵博，通曉古今。褒義。,知道很多古代和現代的事，學問很深又廣喔。
1276,欺世盜名,"「欺世」，欺騙世人。※語或本《韓非子．詭使》。「盜名」，盜取名譽。語出《荀子．不苟》。「欺世盜名」比喻欺騙世人，盜取名譽。
△「沽名釣譽」",比喻欺騙世人，盜取名譽。,用欺騙的方法騙大家，來搶別人的好名聲當成自己的
1277,惱羞成怒,因羞愧到極點而惱恨發怒。※語或本《兒女英雄傳》第一六回。,因羞愧到極點而惱恨發怒。,因為覺得很丟臉或被冤枉，氣到失控又大聲罵人。
1278,椎心泣血,自捶胸脯，眼中哭出血來。形容哀痛到了極點。語出漢．李陵〈答蘇武書〉。,形容哀痛到了極點。,非常悲傷，心裡痛得難受，哭得好像流出血來。
1279,驚濤駭浪,猛烈的風浪。語本三國魏．王粲〈浮淮賦〉。後亦用「驚濤駭浪」比喻險惡的環境。,猛烈的風浪。＆比喻險惡的環境。,很大的風浪，也用來說遇到非常危險或很難的情況。
1280,鞭辟入裡,"鞭辟，鞭策、激勵。「鞭辟入裡」指研究學問要自我鞭策，深入精微之處。語本《二程集．河南程氏遺書．卷一一．師訓》。後用「鞭辟入裡」形容評論見解深刻透澈。
△「入木三分」",研究學問要自我鞭策，深入精微之處。＆形容評論見解深刻透澈。褒義。,用來說某人的看法或評論很深入，抓到重點，說得很清楚。
1281,一團和氣,一片祥和的氣氛，也形容一個人態度和藹可親。※語或出《二程集．河南程氏外書．卷一二．傳聞雜記》。,一片祥和的氣氛。＆形容一個人的態度和藹可親。,大家相處氣氛很和，人們互相對待都很親切友善。
1282,傷天害理,"指為人處事違背天理，泯滅人性。※語或出《聊齋志異．卷八．呂無病》。
△「反天滅理」",為人處事違背天理，泯滅人性。貶義。,做出很壞、殘忍的事，沒有良心，讓別人受很大傷害。
1283,明鏡高懸,傳說秦宮有方鏡，能照見人的五臟六腑，鑑別人心邪正。典出《西京雜記》卷三。後用「明鏡高懸」比喻官吏辦事明察無私，執法公正嚴明。,比喻官吏執法能公正嚴明。褒義。＆比喻辦事能明察無私。褒義。,說的是官員辦事很公正、不偏私，執法嚴明，讓人民放心。
1284,高山流水,形容樂曲高妙。＃語本《列子．湯問》。後亦用「高山流水」比喻知音才懂的音樂。,形容樂曲高妙。＆比喻知音才懂的樂曲。,形容音樂非常美，也指只有懂的人能真正欣賞。
1285,花團錦簇,花朵錦繡聚集在一起。形容繁花茂盛。※＃語或本唐．施肩吾〈少婦游春詞〉。後亦用「花團錦簇」形容五彩繽紛、繁華美麗。,形容繁花茂盛。＆形容五彩繽紛，繁華美麗。,很多花聚在一起，開得又多又漂亮，像花海一樣。
1286,不二法門,佛教用語。不二，不是兩個極端；法門，修行入道的門徑。「不二法門」指觀察事物的道理，要離開相對的兩個極端的看法，才能得其實在，所以「不二法門」是指到達絕對真理的方法。語出《維摩詰所說經．卷中．入不二法門品第九》。後用「不二法門」比喻唯一的方法或途徑。,比喻唯一的方法或途徑。,只有這個方法能成功，真的沒有別的路可走呢
1287,無懈可擊,沒有任何破綻可讓人攻擊。形容非常嚴密，沒有缺失。語本《孫子．計篇》三國魏．曹操．注。,形容非常嚴密，沒有缺失。褒義。,沒有一點缺點，別人找不到可以挑的毛病，很完美。
1288,大書特書,將值得書寫的事蹟，鄭重地記錄下來。語出唐．韓愈〈答元侍御書〉。,將值得書寫的事蹟，鄭重地記錄下來。,把很重要、值得記住的事認真寫下來，讓別人知道。
1289,亡命之徒,本指脫離名籍而逃亡在外的人。語本《史記．卷八九．張耳陳餘列傳．張耳》。後亦用「亡命之徒」比喻不顧性命作奸犯科的人。,比喻不顧性命作奸犯科的人。貶義。,指不顧性命，為了做壞事或逃避法律而拼命的人。
1290,兔死狐悲,"兔子死了，狐狸感到悲傷。比喻因同類的不幸遭遇而感到悲傷。語本敦煌變文《鷰子賦》。
△「物傷其類」",比喻因同類的不幸遭遇而感到悲傷。,看到和自己相似的人遭遇不幸，就會感到難過和同情。
1291,感激涕零,感激落淚，形容非常感謝。語本唐．劉禹錫〈平蔡州〉詩三首之二。,形容非常感謝。,對別人的幫忙非常感謝，真的感動得眼淚流出來。
1292,赤手空拳,"「赤手」，空手。語出宋．蘇軾〈送范純粹守慶州〉詩。「空拳」，手中沒任何東西。語出漢．桓寬《鹽鐵論．論勇》。「赤手空拳」指手中空無一物。亦用於形容沒有一點憑藉。
△「手無寸鐵」、「赤手空弮」",指手中空無一物。＆形容沒有一點憑藉。,手上什麼都沒有，身邊也沒有可以幫忙的依靠。
